Bank_id,in_degree,out_degree,transaction_count,in_degree_sum,out_degree_sum,transaction_sum,money_laundering_fraction
242129,2470,1076,3288,296246102.52000004,276339338.96000004,572585441.48,0.00030413625304136254
373201,3,3,3,6.297136999999999,6.297136999999999,12.594273999999999,0.0
373205,1,2,2,0.095791,0.253522,0.34931300000000004,0.0
373207,2,2,2,0.545003,0.545003,1.090006,0.0
373208,0,8,8,0.0,0.753756,0.753756,0.0
373211,0,2,2,0.0,626.62,626.62,0.0
373212,0,1,1,0.0,3186.63,3186.63,0.0
373216,0,4,4,0.0,741.34,741.34,0.0
373217,0,2,2,0.0,180.68,180.68,0.0
373218,0,2,2,0.0,366.38,366.38,0.0
373223,2,2,2,1.772286,1.772286,3.544572,0.0
373224,3,3,3,4.287775,4.287775,8.57555,0.0
373225,3,4,4,0.445031,0.5780730000000001,1.023104,0.0
373226,0,2,2,0.0,0.09305,0.09305,0.0
373227,0,6,6,0.0,0.161794,0.161794,0.0
373228,0,4,4,0.0,0.057572,0.057572,0.0
373229,0,2,2,0.0,69.06,69.06,0.0
373231,0,2,2,0.0,380.72,380.72,0.0
373233,1,1,1,38934.69,38934.69,77869.38,0.0
373238,1,1,1,7884.3,7884.3,15768.6,0.0
373239,0,2,2,0.0,1298.22,1298.22,0.0
373241,1,1,1,144.8,144.8,289.6,0.0
373247,0,8,8,0.0,0.14846199999999998,0.14846199999999998,0.0
373248,0,2,2,0.0,0.029976,0.029976,0.0
373249,1,1,1,0.05529,0.05529,0.11058,0.0
373251,0,2,2,0.0,0.081072,0.081072,0.0
373252,2,3,3,3.049975,3.4639059999999997,6.513881,0.0
373253,0,2,2,0.0,0.286996,0.286996,0.0
373254,0,1,1,0.0,4660.21,4660.21,0.0
373255,2,2,2,1162.65,1162.65,2325.3,0.0
373256,0,4,4,0.0,0.062678,0.062678,0.0
373258,1,1,1,4698.48,4698.48,9396.96,0.0
373261,0,6,6,0.0,0.135712,0.135712,0.0
373264,0,2,2,0.0,0.01384,0.01384,0.0
373267,0,6,6,0.0,0.072272,0.072272,0.0
373268,0,8,8,0.0,0.377858,0.377858,0.0
373269,2,2,2,1.509493,1.509493,3.018986,0.0
373271,0,2,2,0.0,0.030942,0.030942,0.0
373273,3,4,4,2.100752,2.8198049999999997,4.920557,0.0
373274,0,1,1,0.0,0.003867,0.003867,0.0
373275,0,2,2,0.0,0.028186,0.028186,0.0
373277,3,4,4,0.115938,0.133502,0.24944,0.0
373278,1,2,2,0.201964,0.34960199999999997,0.551566,0.0
373279,1,2,2,0.1735,0.869466,1.0429659999999998,0.0
373280,3,4,4,0.679388,1.082474,1.7618619999999998,0.0
373283,0,2,2,0.0,0.030426,0.030426,0.0
373284,0,8,8,0.0,0.311042,0.311042,0.0
373285,0,10,10,0.0,0.9617600000000001,0.9617600000000001,0.0
373286,1,1,1,0.457909,0.457909,0.915818,0.0
373289,1,1,1,1.300801,1.300801,2.601602,0.0
373290,1,1,1,1.791825,1.791825,3.58365,0.0
373292,0,6,6,0.0,0.17077799999999999,0.17077799999999999,0.0
373293,0,2,2,0.0,0.043078,0.043078,0.0
373295,0,4,4,0.0,0.10547,0.10547,0.0
373298,0,2,2,0.0,0.031142,0.031142,0.0
373299,1,1,1,0.372332,0.372332,0.744664,0.0
373302,0,8,8,0.0,0.26001,0.26001,0.0
373303,1,2,2,0.392212,0.514563,0.906775,0.0
373307,0,11,11,0.0,1.248491,1.248491,0.0
373308,0,4,4,0.0,0.049162,0.049162,0.0
373313,0,4,4,0.0,0.155452,0.155452,0.0
373314,1,1,1,1.678283,1.678283,3.356566,0.0
373318,0,6,6,0.0,0.13768400000000003,0.13768400000000003,0.0
373322,3,3,3,3.732898,3.732898,7.465796,0.0
373323,0,4,4,0.0,0.011004,0.011004,0.0
373324,0,2,2,0.0,0.053578,0.053578,0.0
373325,0,6,6,0.0,0.052884,0.052884,0.0
373326,2,3,3,0.698561,0.900225,1.598786,0.0
373329,2,2,2,1.678817,1.678817,3.357634,0.0
373330,0,2,2,0.0,0.468448,0.468448,0.0
373331,0,2,2,0.0,290.26,290.26,0.0
373334,1,1,1,0.136928,0.136928,0.273856,0.0
373335,0,1,1,0.0,0.370969,0.370969,0.0
373336,0,2,2,0.0,0.011848,0.011848,0.0
373338,0,6,6,0.0,0.054824,0.054824,0.0
373339,1,1,1,0.461259,0.461259,0.922518,0.0
373340,0,2,2,0.0,0.611738,0.611738,0.0
373344,0,4,4,0.0,0.048902,0.048902,0.0
373345,1,2,2,0.141736,0.29581999999999997,0.43755599999999994,0.0
373346,0,2,2,0.0,0.02525,0.02525,0.0
373347,1,2,2,0.018703,0.549766,0.568469,0.0
373348,0,2,2,0.0,1293.28,1293.28,0.0
373351,0,2,2,0.0,221.26,221.26,0.0
373355,0,4,4,0.0,0.174012,0.174012,0.0
373358,1,2,2,1.221871,1.43798,2.6598509999999997,0.0
373362,0,2,2,0.0,0.029734,0.029734,0.0
373364,0,4,4,0.0,0.115524,0.115524,0.0
373366,1,1,1,40682.47,40682.47,81364.94,0.0
373368,0,15,15,0.0,0.9513790000000001,0.9513790000000001,0.0
373369,3,3,3,1.303535,1.303535,2.60707,0.0
373371,0,4,4,0.0,0.039622,0.039622,0.0
373372,0,4,4,0.0,0.021199999999999997,0.021199999999999997,0.0
373375,2,3,3,0.21810000000000002,0.258699,0.47679900000000003,0.0
373376,0,2,2,0.0,0.066462,0.066462,0.0
373377,0,2,2,0.0,0.34734499999999996,0.34734499999999996,0.0
373378,1,2,2,0.184947,2.351646,2.5365930000000003,0.0
373382,0,6,6,0.0,0.30674199999999996,0.30674199999999996,0.0
373383,0,2,2,0.0,1337.52,1337.52,0.0
373384,2,2,2,0.24607800000000002,0.24607800000000002,0.49215600000000004,0.0
373386,0,2,2,0.0,0.041838,0.041838,0.0
373387,0,2,2,0.0,122.48,122.48,0.0
373389,0,2,2,0.0,450.5,450.5,0.0
373391,0,2,2,0.0,287.8,287.8,0.0
373394,0,2,2,0.0,126.94,126.94,0.0
373395,0,2,2,0.0,410.9,410.9,0.0
373397,0,2,2,0.0,493.32,493.32,0.0
373400,0,2,2,0.0,492.2,492.2,0.0
373401,0,1,1,0.0,43701.46,43701.46,0.0
373403,2,2,2,25057.35,25057.35,50114.7,0.0
373405,0,2,2,0.0,3117.52,3117.52,0.0
373409,0,2,2,0.0,327.8,327.8,0.0
373412,1,1,1,11986.05,11986.05,23972.1,0.0
373413,1,1,1,2166.4,2166.4,4332.8,0.0
373415,0,2,2,0.0,0.010534,0.010534,0.0
373424,1,1,1,33455.25,33455.25,66910.5,0.0
373425,1,1,1,12510.53,12510.53,25021.06,0.0
373426,1,1,1,1899.34,1899.34,3798.68,0.0
373427,0,5,5,0.0,7731.87,7731.87,0.0
373429,0,2,2,0.0,424.88,424.88,0.0
373430,0,2,2,0.0,438.48,438.48,0.0
373432,0,2,2,0.0,370.22,370.22,0.0
373434,1,1,1,16922.1,16922.1,33844.2,0.0
373435,0,3,3,0.0,8133.37,8133.37,0.0
373440,0,2,2,0.0,664.96,664.96,0.0
373450,0,2,2,0.0,821.0,821.0,0.0
373451,0,2,2,0.0,6432.48,6432.48,0.0
373452,0,2,2,0.0,72.84,72.84,0.0
373456,0,4,4,0.0,1685.46,1685.46,0.0
373457,1,1,1,11659.0,11659.0,23318.0,0.0
373460,0,4,4,0.0,1081.3400000000001,1081.3400000000001,0.0
373463,1,1,1,15282.67,15282.67,30565.34,0.0
373465,0,2,2,0.0,329.84,329.84,0.0
373466,0,4,4,0.0,507.52,507.52,0.0
373467,0,2,2,0.0,148.72,148.72,0.0
373468,0,3,3,0.0,287.83,287.83,0.0
373469,1,1,1,19118.25,19118.25,38236.5,0.0
373471,0,2,2,0.0,739.16,739.16,0.0
373472,0,2,2,0.0,329.92,329.92,0.0
373474,0,2,2,0.0,408.62,408.62,0.0
373478,0,2,2,0.0,529.58,529.58,0.0
373479,1,1,1,1113.17,1113.17,2226.34,0.0
373480,0,2,2,0.0,100.26,100.26,0.0
373483,0,2,2,0.0,125.1,125.1,0.0
242412,1437,462,1734,204111048.76000002,87665095.75999999,291776144.52,0.0011534025374855825
373484,1,1,1,684.14,684.14,1368.28,0.0
373486,1,1,1,13277.97,13277.97,26555.94,0.0
373487,0,2,2,0.0,985.98,985.98,0.0
373489,0,2,2,0.0,254.4,254.4,0.0
373493,0,2,2,0.0,357.46,357.46,0.0
373498,1,1,1,83.96,83.96,167.92,0.0
373501,1,1,1,9761.4,9761.4,19522.8,0.0
373503,1,1,1,28233.06,28233.06,56466.12,0.0
373505,1,1,1,2449.49,2449.49,4898.98,0.0
373507,1,1,1,4160.18,4160.18,8320.36,0.0
373508,0,2,2,0.0,265.54,265.54,0.0
373509,0,2,2,0.0,1134.8,1134.8,0.0
373514,0,1,1,0.0,8750.57,8750.57,0.0
373515,1,1,1,1233.66,1233.66,2467.32,0.0
373516,1,1,1,15412.0,15412.0,30824.0,0.0
373517,1,1,1,16621.88,16621.88,33243.76,0.0
373519,0,2,2,0.0,224.56,224.56,0.0
373521,0,3,3,0.0,6657.070000000001,6657.070000000001,0.0
242449,453,90,489,994180510.8900001,204574694.01000002,1198755204.9,0.0
373522,0,2,2,0.0,847.58,847.58,0.0
373526,0,1,1,0.0,6751.1,6751.1,0.0
373528,0,2,2,0.0,1098.84,1098.84,0.0
373529,1,1,1,16458.46,16458.46,32916.92,0.0
373530,0,2,2,0.0,181.42,181.42,0.0
373531,1,2,2,2.216497,2.2731559999999997,4.489653,0.0
373532,0,2,2,0.0,534.64,534.64,0.0
373534,1,1,1,0.05562,0.05562,0.11124,0.0
373535,0,4,4,0.0,0.149972,0.149972,0.0
373537,0,4,4,0.0,0.032502,0.032502,0.0
373539,0,8,8,0.0,0.184232,0.184232,0.0
373541,2,2,2,0.450669,0.450669,0.901338,0.0
373542,4,4,4,2.750538,2.750538,5.501076,0.0
373543,0,2,2,0.0,0.236038,0.236038,0.0
373546,0,4,4,0.0,0.16375800000000001,0.16375800000000001,0.0
373550,0,2,2,0.0,0.012528,0.012528,0.0
373552,1,1,1,0.912791,0.912791,1.825582,0.0
373555,0,2,2,0.0,154.64,154.64,0.0
373557,1,1,1,16187.55,16187.55,32375.1,0.0
373560,0,4,4,0.0,530.54,530.54,0.0
373562,1,1,1,417.73,417.73,835.46,0.0
373564,1,1,1,8485.69,8485.69,16971.38,0.0
373565,1,1,1,0.064862,0.064862,0.129724,0.0
373566,0,6,6,0.0,0.07121200000000001,0.07121200000000001,0.0
111425,2871,2012,4561,1444716362.49,6050423165.16,7495139527.65,0.00021925016443762334
373569,0,6,6,0.0,0.170376,0.170376,0.0
373571,2,2,2,0.8750279999999999,0.8750279999999999,1.7500559999999998,0.0
373573,0,2,2,0.0,0.093778,0.093778,0.0
373574,1,1,1,0.455197,0.455197,0.910394,0.0
373576,0,8,8,0.0,0.061366000000000004,0.061366000000000004,0.0
373578,0,8,8,0.0,0.059464,0.059464,0.0
373584,0,2,2,0.0,0.025696,0.025696,0.0
373586,2,2,2,0.121443,0.121443,0.242886,0.0
373589,0,6,6,0.0,0.13367199999999999,0.13367199999999999,0.0
373590,0,2,2,0.0,0.083716,0.083716,0.0
373591,0,1,1,0.0,0.59401,0.59401,0.0
373593,0,4,4,0.0,0.036014000000000004,0.036014000000000004,0.0
373596,0,2,2,0.0,0.077518,0.077518,0.0
373599,0,7,7,0.0,0.078264,0.078264,0.0
373600,0,6,6,0.0,0.18908200000000003,0.18908200000000003,0.0
373602,2,2,2,0.235032,0.235032,0.470064,0.0
373608,1,1,1,0.236782,0.236782,0.473564,0.0
373610,0,6,6,0.0,0.107164,0.107164,0.0
373611,0,2,2,0.0,0.022888,0.022888,0.0
373613,3,3,3,2.626424,2.626424,5.252848,0.0
373615,0,4,4,0.0,0.10448199999999999,0.10448199999999999,0.0
373619,1,1,1,0.640113,0.640113,1.280226,0.0
373620,3,3,3,1.282848,1.282848,2.565696,0.0
373621,0,2,2,0.0,0.049584,0.049584,0.0
373622,0,4,4,0.0,0.19367199999999996,0.19367199999999996,0.0
373625,2,4,4,0.861262,2.8238260000000004,3.6850880000000004,0.0
373627,0,8,8,0.0,0.21605400000000002,0.21605400000000002,0.0
373628,0,4,4,0.0,0.482684,0.482684,0.0
373630,1,1,1,140.54,140.54,281.08,0.0
373631,2,3,3,1.285717,3.1819949999999997,4.467712,0.0
373632,2,2,2,2.558474,2.558474,5.116948,0.0
373634,0,2,2,0.0,0.012314,0.012314,0.0
373636,0,2,2,0.0,0.011292,0.011292,0.0
373646,0,8,8,0.0,0.05986,0.05986,0.0
373647,0,6,6,0.0,0.139534,0.139534,0.0
373648,0,3,3,0.0,7163.45,7163.45,0.0
242580,1298,559,1674,435768789.119743,3276264671.0399995,3712033460.1597424,0.0011947431302270011
373654,0,2,2,0.0,350.12,350.12,0.0
373655,0,2,2,0.0,291.48,291.48,0.0
373657,0,2,2,0.0,0.098082,0.098082,0.0
373660,2,2,2,0.45993700000000004,0.45993700000000004,0.9198740000000001,0.0
373662,1,2,2,0.347712,2.417699,2.765411,0.0
373663,1,1,1,0.001483,0.001483,0.002966,0.0
373665,0,8,8,0.0,0.075058,0.075058,0.0
373667,2,2,2,0.45212600000000003,0.45212600000000003,0.9042520000000001,0.0
373670,1,2,2,0.885027,1.360884,2.245911,0.0
373672,0,4,4,0.0,0.07743,0.07743,0.0
373674,0,4,4,0.0,0.096958,0.096958,0.0
373676,2,2,2,0.976423,0.976423,1.952846,0.0
373677,0,12,12,0.0,0.945548,0.945548,0.0
373678,0,8,8,0.0,0.06476799999999999,0.06476799999999999,0.0
373680,2,2,2,3.2330419999999997,3.2330419999999997,6.4660839999999995,0.0
373681,0,4,4,0.0,0.141428,0.141428,0.0
373683,0,6,6,0.0,0.073112,0.073112,0.0
373685,2,2,2,0.6289,0.6289,1.2578,0.0
373688,2,2,2,0.174553,0.174553,0.349106,0.0
373689,0,2,2,0.0,0.513271,0.513271,0.0
373691,2,2,2,0.289104,0.289104,0.578208,0.0
373693,1,1,1,1175.48,1175.48,2350.96,0.0
373695,0,4,4,0.0,0.09790199999999999,0.09790199999999999,0.0
373696,0,4,4,0.0,0.133976,0.133976,0.0
373697,0,4,4,0.0,0.079782,0.079782,0.0
373699,0,1,1,0.0,3211.56,3211.56,0.0
373700,0,2,2,0.0,1338.2,1338.2,0.0
373702,0,2,2,0.0,56.26,56.26,0.0
373706,2,2,2,0.77414,0.77414,1.54828,0.0
373707,0,4,4,0.0,0.16846,0.16846,0.0
373708,1,1,1,196902.13,196902.13,393804.26,0.0
373710,0,1,1,0.0,41442.76,41442.76,0.0
373713,0,2,2,0.0,8482.72,8482.72,0.0
373714,1,1,1,32220.47,32220.47,64440.94,0.0
373716,0,2,2,0.0,6008.84,6008.84,0.0
373717,0,4,4,0.0,2446.54,2446.54,0.0
373718,0,2,2,0.0,8232.72,8232.72,0.0
373719,0,2,2,0.0,3362.34,3362.34,0.0
373720,0,3,3,0.0,7651.03,7651.03,0.0
373721,1,1,1,28526.33,28526.33,57052.66,0.0
373723,0,4,4,0.0,0.043902,0.043902,0.0
373725,0,4,4,0.0,0.04444,0.04444,0.0
373730,0,2,2,0.0,0.00915,0.00915,0.0
373734,0,2,2,0.0,3073.66,3073.66,0.0
373735,2,2,2,3800.99,3800.99,7601.98,0.0
373737,0,2,2,0.0,880.44,880.44,0.0
373738,0,1,1,0.0,6897.52,6897.52,0.0
373740,0,2,2,0.0,937.38,937.38,0.0
373741,0,3,3,0.0,3820.3500000000004,3820.3500000000004,0.0
373742,0,2,2,0.0,529.8,529.8,0.0
373743,1,1,1,26378.28,26378.28,52756.56,0.0
373744,0,2,2,0.0,1663.12,1663.12,0.0
242676,1732,471,2028,365481197.49,96218376.3,461699573.79,0.0009861932938856016
373750,1,1,1,535.49,535.49,1070.98,0.0
373752,0,2,2,0.0,722.8,722.8,0.0
373755,0,2,2,0.0,611.8,611.8,0.0
373757,0,2,2,0.0,257.8,257.8,0.0
111615,3042,1699,4406,6098752402.310001,940843142.0799999,7039595544.390001,0.0009078529278256923
373759,0,2,2,0.0,247.14,247.14,0.0
373763,0,2,2,0.0,817.28,817.28,0.0
373764,0,4,4,0.0,438.24,438.24,0.0
373768,2,2,2,8821.16,8821.16,17642.32,0.0
373769,1,1,1,1451.9,1451.9,2903.8,0.0
373770,1,1,1,2402.05,2402.05,4804.1,0.0
373771,0,2,2,0.0,384.58,384.58,0.0
373773,1,1,1,9998.89,9998.89,19997.78,0.0
373774,0,1,1,0.0,11095.55,11095.55,0.0
373777,0,2,2,0.0,380.38,380.38,0.0
373782,0,2,2,0.0,930.26,930.26,0.0
373785,0,1,1,0.0,38218.52,38218.52,0.0
373786,1,1,1,33152.15,33152.15,66304.3,0.0
373790,0,1,1,0.0,12893.55,12893.55,0.0
373793,0,3,3,0.0,1431.52,1431.52,0.0
373794,0,1,1,0.0,4520.59,4520.59,0.0
373795,1,1,1,3944.84,3944.84,7889.68,0.0
373799,0,3,3,0.0,2468.4700000000003,2468.4700000000003,0.0
373800,0,2,2,0.0,930.0,930.0,0.0
373803,0,2,2,0.0,419.88,419.88,0.0
373804,0,2,2,0.0,379.86,379.86,0.0
373807,0,3,3,0.0,2451.62,2451.62,0.0
373810,0,2,2,0.0,4419.94,4419.94,0.0
373812,1,1,1,174.02,174.02,348.04,0.0
373814,1,1,1,2370.43,2370.43,4740.86,0.0
373816,1,1,1,10443.4,10443.4,20886.8,0.0
373817,0,2,2,0.0,733.94,733.94,0.0
373818,0,2,2,0.0,180.42,180.42,0.0
373819,0,2,2,0.0,858.5,858.5,0.0
373820,0,2,2,0.0,952.28,952.28,0.0
373821,1,1,1,26250.85,26250.85,52501.7,0.0
373822,0,2,2,0.0,616.04,616.04,0.0
373825,1,1,1,3460.65,3460.65,6921.3,0.0
373829,0,2,2,0.0,139.4,139.4,0.0
373830,0,2,2,0.0,632.32,632.32,0.0
373834,1,1,1,5736.37,5736.37,11472.74,0.0
373836,0,4,4,0.0,1209.0,1209.0,0.0
373838,1,1,1,6125.43,6125.43,12250.86,0.0
373844,1,1,1,913.79,913.79,1827.58,0.0
373845,1,1,1,23909.38,23909.38,47818.76,0.0
373846,0,2,2,0.0,592.26,592.26,0.0
373850,1,2,2,10010.81,11552.57,21563.379999999997,0.0
373857,1,1,1,0.846462,0.846462,1.692924,0.0
373862,1,1,1,0.811608,0.811608,1.623216,0.0
373863,0,2,2,0.0,0.037758,0.037758,0.0
373864,0,2,2,0.0,0.035646,0.035646,0.0
373868,1,2,2,0.117819,0.835037,0.952856,0.0
373869,0,1,1,0.0,1.227774,1.227774,0.0
373870,1,1,1,1.650923,1.650923,3.301846,0.0
373874,1,1,1,0.343736,0.343736,0.687472,0.0
373875,0,4,4,0.0,642.4,642.4,0.0
373877,0,2,2,0.0,0.00845,0.00845,0.0
373880,1,1,1,0.104141,0.104141,0.208282,0.0
373882,1,1,1,1.582264,1.582264,3.164528,0.0
373885,0,1,1,0.0,0.025016,0.025016,0.0
373887,0,1,1,0.0,1.906417,1.906417,0.0
373889,2,2,2,0.179815,0.179815,0.35963,0.0
373890,0,3,3,0.0,0.031695,0.031695,0.0
373891,0,1,1,0.0,0.19724,0.19724,0.0
373892,2,3,3,4.297011,4.30947,8.606481,0.0
242822,404,158,511,3495106002.8318086,47532319.56,3542638322.3918085,0.0
373894,0,2,2,0.0,0.009396,0.009396,0.0
373897,1,1,1,187.79,187.79,375.58,0.0
373898,1,1,1,1497.49,1497.49,2994.98,0.0
373900,0,2,2,0.0,87.94,87.94,0.0
373902,0,2,2,0.0,330.46,330.46,0.0
373903,0,2,2,0.0,646.0,646.0,0.0
373906,0,2,2,0.0,372.68,372.68,0.0
373907,0,2,2,0.0,445.1,445.1,0.0
373908,2,2,2,35935.71,35935.71,71871.42,0.0
373909,1,1,1,2109.92,2109.92,4219.84,0.0
373911,0,2,2,0.0,721.2,721.2,0.0
373912,0,2,2,0.0,103.16,103.16,0.0
373916,0,2,2,0.0,0.022556,0.022556,0.0
373918,0,3,3,0.0,0.025493000000000002,0.025493000000000002,0.0
373923,1,1,1,0.085492,0.085492,0.170984,0.0
373925,0,2,2,0.0,90.12,90.12,0.0
373926,1,1,1,59.98,59.98,119.96,0.0
373928,0,2,2,0.0,177.74,177.74,0.0
373929,0,2,2,0.0,98.32,98.32,0.0
373934,0,2,2,0.0,817.18,817.18,0.0
373935,0,2,2,0.0,98.2,98.2,0.0
373936,0,2,2,0.0,192.68,192.68,0.0
373939,0,3,3,0.0,6850.41,6850.41,0.0
373940,0,2,2,0.0,370.62,370.62,0.0
373941,0,2,2,0.0,908.3,908.3,0.0
373943,1,1,1,260.17,260.17,520.34,0.0
373944,0,2,2,0.0,587.88,587.88,0.0
373945,0,2,2,0.0,1600.6,1600.6,0.0
373949,0,1,1,0.0,19824.39,19824.39,0.0
373950,1,2,2,5873.99,5974.86,11848.849999999999,0.0
373952,1,1,1,8494.54,8494.54,16989.08,0.0
373953,0,4,4,0.0,2194.5,2194.5,0.0
373956,2,2,2,0.272463,0.272463,0.544926,0.0
373957,1,1,1,5115.93,5115.93,10231.86,0.0
373960,1,1,1,1.717762,1.717762,3.435524,0.0
373964,1,1,1,2.95045,2.95045,5.9009,0.0
373965,1,2,2,1.600882,3.4884969999999997,5.089378999999999,0.0
373967,3,3,3,0.422848,0.422848,0.845696,0.0
373969,1,1,1,0.23733,0.23733,0.47466,0.0
373972,0,2,2,0.0,0.05233,0.05233,0.0
373973,1,1,1,0.653892,0.653892,1.307784,0.0
373975,1,1,1,2.427885,2.427885,4.85577,0.0
373977,0,7,7,0.0,0.515621,0.515621,0.0
373979,1,1,1,1.052076,1.052076,2.104152,0.0
373981,0,4,4,0.0,0.342542,0.342542,0.0
373982,1,1,1,0.047542,0.047542,0.095084,0.0
373983,2,2,2,0.241135,0.241135,0.48227,0.0
373984,0,1,1,0.0,1.151473,1.151473,0.0
373988,0,2,2,0.0,0.278388,0.278388,0.0
373991,0,2,2,0.0,0.007456,0.007456,0.0
373992,0,4,4,0.0,0.119906,0.119906,0.0
373993,1,1,1,0.022372,0.022372,0.044744,0.0
373996,0,2,2,0.0,60.44,60.44,0.0
373999,1,1,1,2.277977,2.277977,4.555954,0.0
374000,0,4,4,0.0,0.23166199999999998,0.23166199999999998,0.0
374001,0,1,1,0.0,0.154189,0.154189,0.0
374004,0,4,4,0.0,0.319766,0.319766,0.0
374008,2,2,2,0.561546,0.561546,1.123092,0.0
374009,1,1,1,0.020367,0.020367,0.040734,0.0
374014,3,3,3,0.42577299999999996,0.42577299999999996,0.8515459999999999,0.0
374016,1,2,2,3.487403,3.579758,7.0671610000000005,0.0
374018,1,1,1,0.005244,0.005244,0.010488,0.0
374019,2,2,2,0.172734,0.172734,0.345468,0.0
374020,0,6,6,0.0,0.088036,0.088036,0.0
374022,1,1,1,8044.03,8044.03,16088.06,0.0
374023,0,1,1,0.0,253.69,253.69,0.0
374024,0,1,1,0.0,9568.78,9568.78,0.0
242954,1492,394,1718,1488865471.4199998,23851091.34,1512716562.7599998,0.0005820721769499418
374027,0,1,1,0.0,3.6,3.6,0.0
374026,1,1,1,244.67,244.67,489.34,0.0
374029,1,1,1,14087.56,14087.56,28175.12,0.0
374028,0,2,2,0.0,1105.64,1105.64,0.0
374031,1,1,1,8462.8,8462.8,16925.6,0.0
374032,2,2,2,0.18016,0.18016,0.36032,0.0
374033,2,2,2,0.791105,0.791105,1.58221,0.0
374030,0,2,2,0.0,267.16,267.16,0.0
374035,0,1,1,0.0,3.5442,3.5442,0.0
374039,1,1,1,0.192439,0.192439,0.384878,0.0
374043,0,3,3,0.0,1126.33,1126.33,0.0
374052,0,1,1,0.0,0.129324,0.129324,0.0
374053,2,2,2,0.247746,0.247746,0.495492,0.0
374055,4,5,5,2.333163,2.432255,4.765418,0.0
374056,3,3,3,0.180846,0.180846,0.361692,0.0
111913,5335,4186,8890,5497267659.01,1263226477.8400002,6760494136.85,0.0003374578177727784
374057,0,2,2,0.0,0.091066,0.091066,0.0
374059,2,2,2,1.555094,1.555094,3.110188,0.0
374060,2,2,2,0.43442400000000003,0.43442400000000003,0.8688480000000001,0.0
374063,0,2,2,0.0,0.054432,0.054432,0.0
374064,1,1,1,1.338228,1.338228,2.676456,0.0
374065,3,3,3,2.808337,2.808337,5.616674,0.0
374066,0,2,2,0.0,597.96,597.96,0.0
374067,0,2,2,0.0,708.92,708.92,0.0
374068,0,2,2,0.0,177.5,177.5,0.0
374070,2,2,2,1.9882559999999998,1.9882559999999998,3.9765119999999996,0.0
374071,0,3,3,0.0,0.201473,0.201473,0.0
374074,0,4,4,0.0,0.157544,0.157544,0.0
374076,0,6,6,0.0,0.041536000000000003,0.041536000000000003,0.0
374079,1,1,1,21245.42,21245.42,42490.84,0.0
374081,0,2,2,0.0,51.16,51.16,0.0
374084,0,2,2,0.0,202.62,202.62,0.0
374085,0,4,4,0.0,982.08,982.08,0.0
374090,0,2,2,0.0,91.92,91.92,0.0
374091,0,2,2,0.0,1051.34,1051.34,0.0
374094,0,2,2,0.0,747.52,747.52,0.0
374098,0,2,2,0.0,833.68,833.68,0.0
374100,1,1,1,12226.35,12226.35,24452.7,0.0
374102,1,1,1,1390.17,1390.17,2780.34,0.0
374105,0,2,2,0.0,106.92,106.92,0.0
374109,0,2,2,0.0,1105.34,1105.34,0.0
374111,0,2,2,0.0,2312.3,2312.3,0.0
374113,0,2,2,0.0,268.92,268.92,0.0
374115,1,1,1,0.050583,0.050583,0.101166,0.0
374117,1,1,1,3.95088,3.95088,7.90176,0.0
374119,3,3,3,0.555828,0.555828,1.111656,0.0
374120,0,2,2,0.0,0.037738,0.037738,0.0
374122,0,6,6,0.0,0.10954,0.10954,0.0
374125,0,7,7,0.0,0.092676,0.092676,0.0
374126,2,2,2,3.3434719999999998,3.3434719999999998,6.6869439999999996,0.0
243057,1067,393,1359,68418052.42,250701183.45999998,319119235.88,0.0
374130,2,2,2,0.06984900000000001,0.06984900000000001,0.13969800000000002,0.0
374129,0,4,4,0.0,0.14303800000000003,0.14303800000000003,0.0
374132,0,6,6,0.0,0.23747400000000002,0.23747400000000002,0.0
374133,0,4,4,0.0,0.023954000000000003,0.023954000000000003,0.0
243063,1382,455,1721,331427096.47,18443701.299999997,349870797.77000004,0.0005810575246949448
374136,0,2,2,0.0,1177.56,1177.56,0.0
374140,0,2,2,0.0,137.12,137.12,0.0
374145,0,2,2,0.0,351.3,351.3,0.0
374146,0,2,2,0.0,38.74,38.74,0.0
374150,0,2,2,0.0,166.88,166.88,0.0
374151,1,1,1,1771.32,1771.32,3542.64,0.0
374152,1,1,1,6300.46,6300.46,12600.92,0.0
374154,0,2,2,0.0,0.03864,0.03864,0.0
374155,1,1,1,0.036872,0.036872,0.073744,0.0
374159,2,2,2,1.0802,1.0802,2.1604,0.0
374160,0,2,2,0.0,0.06764,0.06764,0.0
374162,1,1,1,0.299169,0.299169,0.598338,0.0
374163,0,1,1,0.0,22157.69,22157.69,0.0
374166,1,1,1,4.270171,4.270171,8.540342,0.0
374168,0,8,8,0.0,0.87137,0.87137,0.0
374169,0,1,1,0.0,19435.17,19435.17,0.0
374174,0,2,2,0.0,0.052562,0.052562,0.0
374175,1,2,2,2.259281,2.2750630000000003,4.534344000000001,0.0
374176,0,6,6,0.0,0.22765600000000003,0.22765600000000003,0.0
374177,0,4,4,0.0,0.400342,0.400342,0.0
374180,0,2,2,0.0,182.76,182.76,0.0
374181,0,2,2,0.0,534.82,534.82,0.0
374182,1,1,1,321.62,321.62,643.24,0.0
374189,0,2,2,0.0,1242.18,1242.18,0.0
374190,0,6,6,0.0,15477.900000000001,15477.900000000001,0.0
374192,0,4,4,0.0,938.98,938.98,0.0
374196,1,1,1,181.05,181.05,362.1,0.0
